text,start,end,confidence,line_number,line_position,audible_duration,pregap
fair,1102.1100000000001,1102.43,0.165,324,0,0.32,1102.11
enough,1102.43,1103.04,0.166,324,1,0.61,0.0
the,1115.71,1115.8600000000001,0.53,326,0,0.15,1115.71
men,1115.8600000000001,1116.1399999999999,0.138,326,1,0.28,0.0
are,1116.1399999999999,1116.3600000000001,0.125,326,2,0.22,0.0
I,1129.62,1129.73,0.932,328,0,0.11,1129.62
gotta,1129.73,1129.96,0.467,328,1,0.23,0.0
be,1129.96,1130.15,0.972,328,2,0.19,0.0
somewhere,1130.15,1130.54,0.514,328,3,0.39,0.0
first,1130.54,1130.9,0.44,328,4,0.36,0.0
but,1130.9,1131.02,0.72,328,5,0.12,0.0
I'll,1131.02,1131.1100000000001,0.343,328,6,0.09,0.0
run,1131.1100000000001,1131.35,0.951,328,7,0.24,0.0
back,1131.35,1131.59,0.921,328,8,0.24,0.0
downtown,1131.59,1132.12,0.627,328,9,0.53,0.0
after,1132.12,1132.54,1.0,328,10,0.42,0.0
no,1132.8,1132.96,1.0,329,0,0.16,1132.8
problem,1132.96,1133.58,0.774,329,1,0.62,0.0
thanks,1134.82,1135.08,1.0,330,0,0.26,1134.82
fans,1135.08,1135.46,0.388,330,1,0.38,0.0
and,1138.47,1138.63,0.377,331,0,0.16,1138.47
Bob's,1138.63,1139.06,0.627,331,1,0.43,0.0
ignited,1139.54,1140.21,0.303,331,2,0.67,0.48
what's,1144.44,1144.69,1.0,332,0,0.25,1144.44
up,1144.69,1144.87,0.993,332,1,0.18,0.0
you,1146.99,1147.1100000000001,0.552,333,0,0.12,1146.99
ever,1147.1100000000001,1147.31,0.74,333,1,0.2,0.0
heard,1147.31,1147.46,0.875,333,2,0.15,0.0
a,1147.46,1147.5,0.355,333,3,0.04,0.0
no,1147.5,1147.68,0.836,333,4,0.18,0.0
hard,1147.68,1147.92,0.267,333,5,0.24,0.0
Anthony,1147.92,1148.35,0.989,333,6,0.43,0.0
with,1150.02,1150.37,0.147,334,0,0.35,1150.02
Anthony,1150.45,1150.84,0.84,334,1,0.39,0.08
little,1150.84,1151.2,1.0,334,2,0.36,0.0
ten,1151.91,1152.2,1.0,335,0,0.29,1151.91
fifty,1152.2,1152.71,1.0,335,1,0.51,0.0
eight,1152.71,1152.92,0.663,335,2,0.21,0.0
Argyle,1152.92,1153.46,0.594,335,3,0.54,0.0
apartment,1153.46,1154.08,1.0,335,4,0.62,0.0
sixteen,1154.08,1154.65,1.0,335,5,0.57,0.0
J.,1154.65,1155.01,0.963,335,6,0.36,0.0
he's,1155.85,1156.01,0.603,336,0,0.16,1155.85
up,1156.01,1156.18,0.961,336,1,0.17,0.0
in,1156.18,1156.25,0.935,336,2,0.07,0.0
Hagerstown,1156.25,1156.98,0.991,336,3,0.73,0.0
and,1156.98,1157.1,0.252,336,4,0.12,0.0
robbery,1157.1,1157.47,1.0,336,5,0.37,0.0
bit,1157.47,1157.72,0.593,336,6,0.25,0.0
what,1157.75,1157.8600000000001,0.629,336,7,0.11,0.03
about,1157.8600000000001,1158.1399999999999,1.0,336,8,0.28,0.0
it,1158.1399999999999,1158.21,0.647,336,9,0.07,0.0
mummy,1158.7,1159.29,0.288,336,10,0.59,0.49
but,1163.74,1163.96,0.184,338,0,0.22,1163.74
you,1163.96,1164.05,0.773,338,1,0.09,0.0
know,1164.05,1164.33,0.854,338,2,0.28,0.0
dnmt,1164.38,1166.44,0.242,338,3,2.06,0.05
yeah,1167.63,1167.83,0.833,339,0,0.2,1167.63
credible,1167.93,1168.3,0.323,339,1,0.37,0.1
folks,1168.3,1168.58,0.362,339,2,0.28,0.0
do,1168.58,1168.88,0.304,339,3,0.3,0.0
when,1169.93,1170.03,0.558,340,0,0.1,1169.93
they,1170.03,1170.09,0.249,340,1,0.06,0.0
kill,1170.09,1170.28,0.797,340,2,0.19,0.0
a,1170.28,1170.33,0.875,340,3,0.05,0.0
deer,1170.33,1170.76,0.987,340,4,0.43,0.0
well,1171.71,1171.83,0.29,341,0,0.12,1171.71
I,1171.83,1171.88,0.881,341,1,0.05,0.0
want,1171.88,1172.07,0.453,341,2,0.19,0.0
to,1172.07,1172.1399999999999,0.438,341,3,0.07,0.0
go,1172.1399999999999,1172.33,0.957,341,4,0.19,0.0
out,1172.33,1172.52,0.876,341,5,0.19,0.0
killing,1172.55,1172.78,0.449,341,6,0.23,0.03
animals,1172.78,1173.22,1.0,341,7,0.44,0.0
will,1173.22,1173.35,0.309,341,8,0.13,0.0
not,1173.35,1173.73,0.973,341,9,0.38,0.0
government,1174.85,1175.22,0.244,342,0,0.37,1174.85
funded,1175.22,1175.59,0.085,342,1,0.37,0.0
trouble,1175.59,1176.04,0.419,342,2,0.45,0.0
titled,1176.07,1176.55,0.347,342,3,0.48,0.03
stressed,1176.55,1177.04,0.537,342,4,0.49,0.0
outfits,1177.04,1177.74,0.127,342,5,0.7,0.0
so,1178.1,1178.31,1.0,343,0,0.21,1178.1
everybody,1178.31,1178.79,1.0,343,1,0.48,0.0
can,1178.79,1178.92,0.594,343,2,0.13,0.0
see,1178.92,1179.33,0.982,343,3,0.41,0.0
filming,1180.91,1181.45,0.382,344,0,0.54,1180.91
series,1182.97,1183.67,0.417,345,0,0.7,1182.97
Esslemont,1183.73,1184.4,0.6,345,1,0.67,0.06
I,1185.48,1185.56,0.3,346,0,0.08,1185.48
want,1185.56,1185.7,0.114,346,1,0.14,0.0
them,1185.7,1185.88,0.237,346,2,0.18,0.0
of,1185.88,1185.96,0.617,346,3,0.08,0.0
the,1185.96,1186.02,0.971,346,4,0.06,0.0
foregoing,1186.02,1186.42,0.102,346,5,0.4,0.0
displayed,1186.42,1187.06,0.37,346,6,0.64,0.0
send,1188.26,1188.52,0.3,347,0,0.26,1188.26
a,1188.52,1188.56,1.0,347,1,0.04,0.0
message,1188.56,1188.91,1.0,347,2,0.35,0.0
to,1188.91,1189.0,1.0,347,3,0.09,0.0
the,1189.0,1189.07,0.288,347,4,0.07,0.0
courtyard,1189.07,1189.55,0.144,347,5,0.48,0.0
about,1189.55,1189.73,0.949,347,6,0.18,0.0
this,1189.73,1189.87,0.57,347,7,0.14,0.0
model,1189.87,1190.08,0.268,347,8,0.21,0.0
for,1190.08,1190.33,0.524,347,9,0.25,0.0
so,1190.97,1191.06,0.587,348,0,0.09,1190.97
people,1191.06,1191.28,0.846,348,1,0.22,0.0
know,1191.28,1191.41,1.0,348,2,0.13,0.0
we,1191.41,1191.58,0.947,348,3,0.17,0.0
hate,1191.58,1191.76,0.187,348,4,0.18,0.0
playing,1191.76,1192.16,0.228,348,5,0.4,0.0
yeah,1192.74,1193.29,0.835,348,6,0.55,0.58
we,1193.56,1193.68,0.441,348,7,0.12,0.27
got,1193.68,1193.85,0.921,348,8,0.17,0.0
people's,1193.85,1194.2,0.467,348,9,0.35,0.0
on,1194.2,1194.4,0.506,348,10,0.2,0.0
it,1194.4,1194.51,0.603,348,11,0.11,0.0
he,1195.63,1195.72,0.352,349,0,0.09,1195.63
tells,1195.72,1196.05,0.231,349,1,0.33,0.0
a,1196.05,1196.1100000000001,0.62,349,2,0.06,0.0
thousand,1196.1100000000001,1196.73,0.809,349,3,0.62,0.0
Bucks,1196.73,1197.26,0.222,349,4,0.53,0.0
institutional,1197.91,1198.56,0.12,350,0,0.65,1197.91
or,1198.56,1198.77,0.511,350,1,0.21,0.0
more,1198.77,1198.99,0.587,350,2,0.22,0.0
yeah,1200.26,1200.51,0.958,351,0,0.25,1200.26
birds,1200.51,1200.87,0.236,351,1,0.36,0.0
on,1200.87,1201.06,0.202,351,2,0.19,0.0
Silvino,1201.9,1202.47,0.575,351,3,0.57,0.84
too,1202.47,1202.82,1.0,351,4,0.35,0.0
you,1203.95,1204.06,1.0,351,5,0.11,1.13
know,1204.06,1204.18,0.866,351,6,0.12,0.0
bird,1204.18,1204.56,0.558,351,7,0.38,0.0
jail,1204.56,1204.84,0.885,351,8,0.28,0.0
would,1204.84,1204.96,0.19,351,9,0.12,0.0
almost,1204.96,1205.34,0.823,351,10,0.38,0.0
down,1205.34,1205.54,0.56,351,11,0.2,0.0
the,1205.54,1205.62,0.763,351,12,0.08,0.0
cut,1205.62,1205.95,0.555,351,13,0.33,0.0
right,1205.95,1206.22,0.626,351,14,0.27,0.0
he,1206.89,1207.07,0.911,352,0,0.18,1206.89
said,1207.07,1207.44,0.806,352,1,0.37,0.0
he,1207.53,1207.71,0.601,352,2,0.18,0.09
all,1207.71,1207.93,0.479,352,3,0.22,0.0
FAQ,1207.93,1208.4,0.267,352,4,0.47,0.0
if,1209.07,1209.24,0.078,353,0,0.17,1209.07
I,1209.24,1209.38,0.078,353,1,0.14,0.0
didn,1209.38,1210.26,0.056,353,2,0.88,0.0
forgot,1210.31,1210.9,0.62,353,3,0.59,0.05
who,1210.9,1211.2,0.265,353,4,0.3,0.0
said,1211.2,1211.46,0.642,353,5,0.26,0.0
he,1211.46,1211.54,0.942,353,6,0.08,0.0
had,1211.54,1211.7,0.774,353,7,0.16,0.0
a,1211.7,1211.73,0.407,353,8,0.03,0.0
whole,1211.73,1212.06,0.368,353,9,0.33,0.0
stable,1212.06,1212.57,0.19,353,10,0.51,0.0
boys,1212.57,1212.97,0.833,353,11,0.4,0.0
down,1212.97,1213.21,0.85,353,12,0.24,0.0
to,1213.21,1213.28,0.548,353,13,0.07,0.0
Jessica,1213.28,1213.77,0.23,353,14,0.49,0.0
this,1214.18,1214.41,0.812,354,0,0.23,1214.18
point,1214.41,1214.74,0.463,354,1,0.33,0.0
****,1214.74,1215.26,0.362,354,2,0.52,0.0
got,1215.26,1215.5,0.305,354,3,0.24,0.0
in,1215.5,1215.6,0.353,354,4,0.1,0.0
elections,1215.6,1216.19,0.86,354,5,0.59,0.0
to,1216.19,1216.28,0.569,354,6,0.09,0.0
****,1216.28,1216.67,0.494,354,7,0.39,0.0
Maddie,1216.67,1217.08,0.197,354,8,0.41,0.0
home,1217.08,1217.45,0.856,354,9,0.37,0.0
so,1218.06,1218.24,1.0,355,0,0.18,1218.06
he,1218.24,1218.41,0.333,355,1,0.17,0.0
got,1218.41,1218.63,0.961,355,2,0.22,0.0
a,1218.63,1218.68,0.896,355,3,0.05,0.0
lot,1218.68,1218.95,0.742,355,4,0.27,0.0
of,1218.95,1219.02,0.627,355,5,0.07,0.0
harmful,1219.02,1219.5,0.539,355,6,0.48,0.0
cock,1219.5,1219.77,0.268,355,7,0.27,0.0
sucking,1219.77,1220.32,0.11,355,8,0.55,0.0
so,1220.97,1221.58,0.137,356,0,0.61,1220.97
we,1222.02,1222.22,1.0,356,1,0.2,0.44
doubling,1222.22,1222.58,0.592,356,2,0.36,0.0
down,1222.58,1222.89,0.894,356,3,0.31,0.0
sweetlips,1222.89,1223.55,0.68,356,4,0.66,0.0
right,1224.02,1224.34,0.49,357,0,0.32,1224.02
Mickey,1224.84,1225.15,0.558,357,1,0.31,0.5
for,1225.15,1225.39,0.554,357,2,0.24,0.0
one,1225.39,1225.51,0.586,357,3,0.12,0.0
of,1225.51,1225.59,0.983,357,4,0.08,0.0
the,1225.59,1225.65,1.0,357,5,0.06,0.0
fourteen,1225.65,1225.95,0.67,357,6,0.3,0.0
thousand,1225.95,1226.33,1.0,357,7,0.38,0.0
dollars,1226.33,1226.77,0.925,357,8,0.44,0.0
six,1227.97,1228.31,0.99,358,0,0.34,1227.97
about,1228.31,1228.52,0.352,358,1,0.21,0.0
good,1228.52,1228.67,0.141,358,2,0.15,0.0
sense,1228.67,1228.95,0.138,358,3,0.28,0.0
to,1228.95,1229.03,0.135,358,4,0.08,0.0
Holland,1229.03,1229.47,0.313,358,5,0.44,0.0
before,1229.47,1229.81,0.832,358,6,0.34,0.0
you,1229.81,1229.87,0.583,358,7,0.06,0.0
give,1229.87,1230.04,0.365,358,8,0.17,0.0
god,1230.04,1230.33,0.204,358,9,0.29,0.0
see,1231.21,1231.42,0.758,359,0,0.21,1231.21
no,1231.42,1231.58,0.929,359,1,0.16,0.0
more,1231.58,1231.9,0.99,359,2,0.32,0.0
they,1232.7,1232.78,0.33,360,0,0.08,1232.7
kill,1232.78,1233.02,0.3,360,1,0.24,0.0
all,1233.02,1233.38,0.74,360,2,0.36,0.0
stick,1234.8,1235.12,0.397,361,0,0.32,1234.8
up,1235.12,1235.28,0.397,361,1,0.16,0.0
come,1235.28,1235.45,0.119,361,2,0.17,0.0
on,1235.45,1235.57,0.176,361,3,0.12,0.0
dead,1235.57,1235.92,0.369,361,4,0.35,0.0
honest,1235.92,1236.18,0.114,361,5,0.26,0.0
that's,1236.18,1236.48,0.439,361,6,0.3,0.0
one,1236.48,1236.66,0.87,361,7,0.18,0.0
night,1236.66,1236.95,0.664,361,8,0.29,0.0
Lee's,1237.99,1238.26,0.473,362,0,0.27,1237.99
jumping,1238.26,1238.62,0.745,362,1,0.36,0.0
out,1238.62,1238.78,0.985,362,2,0.16,0.0
the,1238.78,1238.85,1.0,362,3,0.07,0.0
next,1238.85,1239.41,0.995,362,4,0.56,0.0
something,1240.53,1240.84,0.635,362,5,0.31,1.12
up,1240.84,1240.96,0.644,362,6,0.12,0.0
to,1240.96,1241.07,0.304,362,7,0.11,0.0
pick,1241.07,1241.38,0.306,362,8,0.31,0.0
maybe,1242.67,1243.05,0.968,363,0,0.38,1242.67
it,1243.56,1243.82,0.259,363,1,0.26,0.51
so,1246.39,1246.63,1.0,364,0,0.24,1246.39
my,1246.63,1246.82,1.0,364,1,0.19,0.0
nephew,1246.82,1247.23,0.689,364,2,0.41,0.0
I,1247.71,1247.79,1.0,365,0,0.08,1247.71
don't,1247.79,1247.95,1.0,365,1,0.16,0.0
know,1247.95,1248.2,0.988,365,2,0.25,0.0
me,1248.25,1248.53,0.872,365,3,0.28,0.05
doing,1248.53,1248.81,0.886,365,4,0.28,0.0
good,1248.81,1249.1,0.984,365,5,0.29,0.0
he,1249.1,1249.18,0.972,365,6,0.08,0.0
making,1249.18,1249.47,0.469,365,7,0.29,0.0
the,1249.47,1249.55,0.306,365,8,0.08,0.0
money,1249.55,1249.87,0.912,365,9,0.32,0.0
up,1249.87,1250.01,0.303,365,10,0.14,0.0
to,1250.01,1250.1,0.189,365,11,0.09,0.0
Hobart,1250.1,1250.6,0.097,365,12,0.5,0.0
you,1251.75,1251.86,0.304,366,0,0.11,1251.75
have,1251.86,1252.09,0.755,366,1,0.23,0.0
a,1252.09,1252.14,1.0,366,2,0.05,0.0
problem,1252.14,1252.6,1.0,366,3,0.46,0.0
he,1252.6,1252.7,0.445,366,4,0.1,0.0
don't,1252.7,1252.87,0.7,366,5,0.17,0.0
know,1252.87,1253.01,0.867,366,6,0.14,0.0
about,1253.01,1253.24,0.405,366,7,0.23,0.0
Mona,1257.67,1258.07,0.114,367,0,0.4,1257.67
sn,1261.73,1263.21,0.944,368,0,1.48,1261.73
you,1269.39,1269.48,0.367,369,0,0.09,1269.39
know,1269.48,1269.58,1.0,369,1,0.1,0.0
where,1269.58,1270.09,0.916,369,2,0.51,0.0
you,1270.09,1270.19,0.53,369,3,0.1,0.0
leave,1270.19,1270.65,0.882,369,4,0.46,0.0
it,1270.65,1270.77,0.557,369,5,0.12,0.0
to,1270.77,1270.87,0.548,369,6,0.1,0.0
beaver,1270.87,1271.26,0.527,369,7,0.39,0.0
land,1271.26,1271.6,0.267,369,8,0.34,0.0
taken,1271.8,1272.28,0.53,369,9,0.48,0.2
late,1272.83,1273.04,0.127,370,0,0.21,1272.83
for,1273.04,1273.15,0.772,370,1,0.11,0.0
something,1273.15,1273.51,0.563,370,2,0.36,0.0
a,1274.12,1274.19,0.494,371,0,0.07,1274.12
truck,1274.19,1274.46,0.241,371,1,0.27,0.0
after,1274.46,1274.79,0.868,371,2,0.33,0.0
all,1274.79,1274.85,0.658,371,3,0.06,0.0
the,1274.85,1274.93,0.952,371,4,0.08,0.0
way,1274.93,1275.07,1.0,371,5,0.14,0.0
back,1275.07,1275.29,1.0,371,6,0.22,0.0
downtown,1275.29,1275.83,0.754,371,7,0.54,0.0
delay,1278.06,1278.3,0.234,372,0,0.24,1278.06
for,1278.3,1278.55,0.526,372,1,0.25,0.0
soccer,1278.88,1279.39,0.995,372,2,0.51,0.33
but,1280.92,1281.09,0.13,373,0,0.17,1280.92
what,1281.09,1281.37,0.905,373,1,0.28,0.0
nnj,1285.76,1286.59,0.254,375,0,0.83,1285.76
we,1287.2,1287.37,0.228,376,0,0.17,1287.2
fn,1288.6,1289.85,0.271,377,0,1.25,1288.6
today,1293.76,1294.01,0.573,380,0,0.25,1293.76
dnmt,1294.08,1295.69,0.694,380,1,1.61,0.07
nnj,1297.99,1299.26,0.451,381,0,1.27,1297.99
nnj,1301.02,1303.22,0.145,382,0,2.2,1301.02
nnj,1305.11,1306.25,0.251,383,0,1.14,1305.11
nnj,1308.12,1309.3,0.335,385,0,1.18,1308.12
nnj,1309.89,1311.96,0.218,386,0,2.07,1309.89
nnj,1313.75,1314.8,0.325,387,0,1.05,1313.75
Hardenberg,1316.45,1318.33,0.793,388,0,1.88,1316.45
key,1318.33,1318.8,0.737,388,1,0.47,0.0
area,1319.41,1319.75,0.547,388,2,0.34,0.61
who,1320.58,1320.85,0.114,389,0,0.27,1320.58
was,1321.02,1321.2,0.298,389,1,0.18,0.17
with,1321.2,1321.39,0.162,389,2,0.19,0.0
him,1321.39,1321.54,0.043,389,3,0.15,0.0
fair,1321.78,1322.17,0.493,389,4,0.39,0.24
for,1322.17,1322.51,0.821,389,5,0.34,0.0
one,1322.51,1322.92,0.62,389,6,0.41,0.0
or,1323.09,1323.25,0.768,389,7,0.16,0.17
one,1323.25,1323.69,0.999,389,8,0.44,0.0
gotta,1323.87,1324.15,0.134,389,9,0.28,0.18
go,1324.15,1324.32,0.924,389,10,0.17,0.0
for,1324.32,1324.44,0.953,389,11,0.12,0.0
you,1324.44,1324.58,1.0,389,12,0.14,0.0
guys,1324.58,1324.87,0.987,389,13,0.29,0.0
the,1325.16,1325.26,0.529,389,14,0.1,0.29
kind,1325.26,1325.62,0.252,389,15,0.36,0.0
of,1325.62,1325.8,0.168,389,16,0.18,0.0
my,1325.91,1326.26,0.663,389,17,0.35,0.11
skills,1326.29,1326.78,0.313,389,18,0.49,0.03
says,1326.81,1327.48,0.182,389,19,0.67,0.03
it's,1327.77,1327.97,0.595,389,20,0.2,0.29
good,1327.97,1328.41,0.986,389,21,0.44,0.0
and,1330.53,1330.6399999999999,0.248,390,0,0.11,1330.53
a,1330.6399999999999,1330.67,0.7,390,1,0.03,0.0
drink,1330.67,1330.95,0.981,390,2,0.28,0.0
on,1330.95,1331.04,0.718,390,3,0.09,0.0
the,1331.04,1331.1100000000001,0.977,390,4,0.07,0.0
brakes,1331.1100000000001,1331.57,0.922,390,5,0.46,0.0
paddling,1331.81,1332.37,0.09,390,6,0.56,0.24
get,1332.37,1332.55,0.53,390,7,0.18,0.0
dehydrated,1332.55,1333.12,0.852,390,8,0.57,0.0
Hey,1335.19,1335.49,0.489,391,0,0.3,1335.19
just,1336.55,1336.68,0.466,392,0,0.13,1336.55
bubbles,1336.68,1337.2,0.84,392,1,0.52,0.0
hi,1339.73,1340.15,0.847,393,0,0.42,1339.73
annnnd,1340.84,1344.15,0.106,394,0,3.31,1340.84
late,1348.2,1348.75,0.519,396,0,0.55,1348.2
he,1349.84,1349.93,0.357,397,0,0.09,1349.84
thought,1349.93,1350.18,0.859,397,1,0.25,0.0
you,1350.18,1350.25,0.977,397,2,0.07,0.0
were,1350.25,1350.3899999999999,0.64,397,3,0.14,0.0
going,1350.3899999999999,1350.57,0.715,397,4,0.18,0.0
to,1350.57,1350.63,0.76,397,5,0.06,0.0
come,1350.63,1350.87,0.989,397,6,0.24,0.0
this,1350.87,1351.04,1.0,397,7,0.17,0.0
time,1351.04,1351.26,1.0,397,8,0.22,0.0
either,1351.26,1351.6,0.989,397,9,0.34,0.0
his,1351.68,1351.84,0.202,397,10,0.16,0.08
job,1351.84,1352.1100000000001,0.944,397,11,0.27,0.0
you,1352.1100000000001,1352.22,0.961,397,12,0.11,0.0
know,1352.22,1352.49,1.0,397,13,0.27,0.0
this,1352.49,1352.7,1.0,397,14,0.21,0.0
job,1352.7,1353.08,0.992,397,15,0.38,0.0
I,1353.73,1353.81,1.0,398,0,0.08,1353.73
can't,1353.81,1354.09,0.674,398,1,0.28,0.0
get,1354.09,1354.23,0.814,398,2,0.14,0.0
out,1354.23,1354.41,1.0,398,3,0.18,0.0
here,1354.41,1354.56,0.996,398,4,0.15,0.0
we,1354.56,1354.68,0.682,398,5,0.12,0.0
get,1354.68,1354.85,0.517,398,6,0.17,0.0
supper,1354.85,1355.09,0.111,398,7,0.24,0.0
busted,1355.09,1355.41,0.213,398,8,0.32,0.0
for,1355.41,1355.79,0.98,398,9,0.38,0.0
I,1356.88,1356.96,0.305,399,0,0.08,1356.88
need,1356.96,1357.13,0.516,399,1,0.17,0.0
more,1357.13,1357.3,0.784,399,2,0.17,0.0
than,1357.3,1357.3899999999999,0.454,399,3,0.09,0.0
every,1357.3899999999999,1357.59,0.985,399,4,0.2,0.0
other,1357.59,1357.75,1.0,399,5,0.16,0.0
weekend,1357.75,1358.2,0.999,399,6,0.45,0.0
only,1358.2,1358.46,0.206,399,7,0.26,0.0
needs,1358.6100000000001,1358.8899999999999,0.809,399,8,0.28,0.15
me,1358.8899999999999,1359.04,0.991,399,9,0.15,0.0
more,1359.04,1359.27,0.985,399,10,0.23,0.0
necessary,1359.27,1359.72,0.839,399,11,0.45,0.0
Shaw's,1359.72,1360.15,0.532,399,12,0.43,0.0
not,1360.2,1360.48,0.979,399,13,0.28,0.05
given,1360.48,1360.71,0.53,399,14,0.23,0.0
up,1360.71,1360.8600000000001,0.838,399,15,0.15,0.0
any,1360.8600000000001,1360.99,0.444,399,16,0.13,0.0
more,1360.99,1361.19,0.429,399,17,0.2,0.0
weekends,1361.19,1361.76,0.993,399,18,0.57,0.0
a,1362.07,1362.19,0.231,400,0,0.12,1362.07
fifty,1362.19,1362.51,0.921,400,1,0.32,0.0
fifty,1362.51,1362.82,1.0,400,2,0.31,0.0
split,1362.82,1363.09,0.989,400,3,0.27,0.0
so,1363.09,1363.2,0.219,400,4,0.11,0.0
Miller,1363.2,1363.58,0.042,400,5,0.38,0.0
says,1363.58,1363.8,0.32,400,6,0.22,0.0
I,1363.8,1363.8600000000001,0.659,400,7,0.06,0.0
have,1363.8600000000001,1364.08,0.892,400,8,0.22,0.0
to,1364.08,1364.2,0.91,400,9,0.12,0.0
do,1364.2,1364.29,0.168,400,10,0.09,0.0
is,1364.29,1364.41,0.504,400,11,0.12,0.0
not,1364.41,1364.6,1.0,400,12,0.19,0.0
fifty,1364.6,1364.8899999999999,1.0,400,13,0.29,0.0
fifty,1364.8899999999999,1365.25,1.0,400,14,0.36,0.0
if,1365.25,1365.34,0.315,400,15,0.09,0.0
I,1365.34,1365.37,0.486,400,16,0.03,0.0
don't,1365.37,1365.55,0.502,400,17,0.18,0.0
seem,1365.55,1365.84,0.642,400,18,0.29,0.0
all,1365.84,1365.96,0.114,400,19,0.12,0.0
god,1365.96,1366.27,0.239,400,20,0.31,0.0
damn,1366.27,1366.51,0.585,400,21,0.24,0.0
week,1366.51,1366.85,0.993,400,22,0.34,0.0
you,1367.5,1367.62,0.247,401,0,0.12,1367.5
see,1367.62,1367.77,0.463,401,1,0.15,0.0
every,1367.77,1368.05,0.742,401,2,0.28,0.0
day,1368.05,1368.34,0.936,401,3,0.29,0.0
gets,1368.34,1368.57,0.378,401,4,0.23,0.0
a,1368.57,1368.6399999999999,0.29,401,5,0.07,0.0
person,1368.6399999999999,1369.38,0.151,401,6,0.74,0.0
my,1369.75,1369.91,0.824,401,7,0.16,0.37
lawyer,1369.91,1370.26,0.937,401,8,0.35,0.0
says,1370.26,1370.55,0.972,401,9,0.29,0.0
looking,1370.55,1370.84,0.094,401,10,0.29,0.0
a,1370.84,1370.9,0.322,401,11,0.06,0.0
lawyer,1370.9,1371.47,0.772,401,12,0.57,0.0
who,1373.59,1373.95,0.346,402,0,0.36,1373.59
you,1374.46,1374.8600000000001,0.942,402,1,0.4,0.51
sn,1379.02,1382.66,1.0,405,0,3.64,1379.02
you,1385.54,1385.77,0.114,406,0,0.23,1385.54
know,1385.77,1385.87,0.21,406,1,0.1,0.0
nnj,1388.88,1390.03,0.314,408,0,1.15,1388.88
nnj,1390.6399999999999,1392.72,0.208,409,0,2.08,1390.64
is,1404.91,1405.06,0.391,413,0,0.15,1404.91
good,1405.06,1405.24,1.0,413,1,0.18,0.0
for,1405.24,1405.38,0.984,413,2,0.14,0.0
you,1405.38,1405.55,0.704,413,3,0.17,0.0
to,1412.1,1412.2,0.108,415,0,0.1,1412.1
learn,1412.2,1412.53,0.332,415,1,0.33,0.0
to,1412.53,1412.72,0.726,415,2,0.19,0.0
them,1412.72,1413.0,0.183,415,3,0.28,0.0
in,1413.0,1413.1,0.287,415,4,0.1,0.0
here,1413.1,1413.32,0.485,415,5,0.22,0.0
this,1434.25,1436.23,0.247,417,0,1.98,1434.25
you,1447.53,1447.7,0.697,419,0,0.17,1447.53
know,1447.7,1447.84,0.864,419,1,0.14,0.0
we,1447.84,1447.99,0.757,419,2,0.15,0.0
stashing,1447.99,1448.48,0.19,419,3,0.49,0.0
the,1448.83,1448.95,0.657,419,4,0.12,0.35
knockers,1448.95,1449.33,0.238,419,5,0.38,0.0
don't,1449.33,1449.53,0.978,419,6,0.2,0.0
know,1449.53,1449.66,0.895,419,7,0.13,0.0
but,1449.66,1449.81,0.311,419,8,0.15,0.0
he,1449.81,1449.95,0.541,419,9,0.14,0.0
knew,1449.95,1450.27,0.828,419,10,0.32,0.0
something,1451.07,1451.55,0.754,420,0,0.48,1451.07
signature,1451.58,1452.1,0.286,420,1,0.52,0.03
man,1452.82,1453.06,0.361,421,0,0.24,1452.82
in,1453.06,1453.21,0.32,421,1,0.15,0.0
nobody,1453.21,1453.55,0.378,421,2,0.34,0.0
got,1453.55,1453.69,0.325,421,3,0.14,0.0
to,1453.69,1453.75,0.436,421,4,0.06,0.0
be,1453.75,1453.84,1.0,421,5,0.09,0.0
Snitchin,1453.84,1454.32,0.529,421,6,0.48,0.0
for,1454.32,1454.49,0.661,421,7,0.17,0.0
Omar,1454.49,1454.92,0.425,421,8,0.43,0.0
one,1454.92,1455.1,0.809,421,9,0.18,0.0
is,1455.1,1455.24,0.999,421,10,0.14,0.0
boys,1455.24,1455.51,0.988,421,11,0.27,0.0
to,1455.51,1455.59,0.595,421,12,0.08,0.0
treat,1455.59,1455.85,0.291,421,13,0.26,0.0
my,1455.85,1456.06,0.252,421,14,0.21,0.0
see,1456.06,1456.27,0.248,421,15,0.21,0.0
what,1456.27,1456.4,0.349,421,16,0.13,0.0
a,1456.4,1456.44,0.554,421,17,0.04,0.0
stash,1456.44,1456.97,0.652,421,18,0.53,0.0
Dan,1459.27,1459.7,0.418,422,0,0.43,1459.27
budi,1459.7,1460.12,0.09,422,1,0.42,0.0
book,1460.63,1460.84,0.665,423,0,0.21,1460.63
then,1460.84,1461.02,0.581,423,1,0.18,0.0
they,1461.02,1461.15,0.678,423,2,0.13,0.0
go,1461.15,1461.48,0.498,423,3,0.33,0.0
thanks,1461.59,1461.96,0.52,423,4,0.37,0.11
how,1463.63,1463.83,0.908,424,0,0.2,1463.63
you,1463.83,1464.1,0.935,424,1,0.27,0.0
could,1464.1,1464.37,1.0,424,2,0.27,0.0
stop,1464.37,1464.6399999999999,0.709,424,3,0.27,0.0
banking,1464.73,1465.05,0.238,424,4,0.32,0.09
and,1465.05,1465.17,0.71,424,5,0.12,0.0
knocked,1465.17,1465.48,0.27,424,6,0.31,0.0
off,1465.48,1465.67,0.204,424,7,0.19,0.0
